par_nr	head	sentence
413	NA	" Kõlas see nii : "" Minu laps on olnud targem kui mina , tema kuulab oma südamehäält . "" "
414	 16 . 	 16 . 
415	NA	 Maja , mida emps osta plaanis , kukkus meile lausa sülle . 
415	NA	 Emps ütles selle peale , et see on hea märk , kui asi nii ludinal läheb — järelikult kiidab taevataadike tema ettevõtmise heaks . 
415	NA	 Samuel nimelt mainis ühel päeval , et too üle-järve-maja , kus iga suvi on suvitajad elanud , minevat müüki , ja tema kardab nüüd , et äkki ostavad mõned kantpead selle oma suveresidentsiks . 
415	NA	 Tormasin kohemaid empsule uudist teatama . 
415	NA	 Ja minu hakkajal empsul oli järgmisel päeval majaomanikuga kaup koos . 
415	NA	 No mis sai veel vahvam olla ! 
416	NA	 Ühel laupäevahommikul , kui koos emaga oma uue kodu aknaid pesime , sõitis aiaväravast sisse paps . 
416	NA	 Mu süda kukkus saapasäärde . 
416	NA	 Sellises olukorras ei tea kunagi , kuidas oleks kõige õigem käituda , sest peale vanemate lahkuminekut pole nende suhted tavaliselt just kiita . 
416	NA	 Väga raske on otsustada , kelle poolt sellises olukorras olla , kui mõlemad vanemad on sulle võrdselt kallid . 
416	NA	 Papsile sülle joostes oleksin ma empsu ebamugavasse olukorda pannud , samas aga papsi vaid tuimalt teretades oleksin teda kurvastanud . 
416	NA	 Otsustasin siis lihtsaslt vaikselt minema hiilida , kuniks vanemad on oma jutud selgeks rääkinud , ja jätta papsi kallistamise selleks ajaks , kui empsu nägemas pole . 
417	NA	 Koristasin kuurialust ja hoidsin väraval silma peal , et papsil ei õnnestuks vaikselt minema lipsata . 
417	NA	 Tund ja veerand hiljem nägingi papsi auto poole lonkimas . 
417	NA	 Väraval jäi ta seisma ja vaatas otsivalt ringi . 
417	NA	 Rapsisin end ruttu tolmust puhtaks , jooksin papsi juurde ja hüppasin talle kaela . 
418	NA	" "" Ma juba mõtlesingi , et ei tea , kust sind otsima tulla , "" ütles paps väsinud häälega . "
418	NA	" "" Jõuad sa siin kõiki neid metsi ja mägesid läbi kammida , "" naljatas ta siis ja uuris mind pealaest jalatallani . "
418	NA	 Ilmselt nägin oma tahmase näo , salkus juuste ja välja veninud kampsuniga välja päris korralik kaltsakas . 
419	NA	" "" Mõtlesin sind veidikeseks sõidule viia , et puhuks natuke juttu , aga ... sul võtaks enda korrastamine vist liiga palju aega . "
419	NA	" Ma pean kella kolmeks tagasi linnas olema , "" märkis paps kergelt kulmu kortsutades . "
420	NA	" "" Jalutame siis alla järve äärde , "" pakkusin kiiresti . "
420	NA	" "" Seal võib meile vastu juhtuda ainult Samuel . "
420	NA	" Aga tema näeb üsna sageli selline välja nagu mina praegu , nii et piinlikku momenti ei teki . "" "
421	NA	 Paps muheles , viskas pintsaku autosse ja tõmbas kiiruga selga kampsuni , mille ta ilmselt ettenägelikult kaasa oli võtnud . 
422	NA	" "" Jalutuskäik vabas looduses peaks minusugusele paadunud ärimehele üsna vabastavalt mõjuma , "" tähendas ta siis ja me seadsimegi sammud järve poole . "
423	NA	" "" Kuidas te siis nüüd ... empsuga läbi saate ? "" küsisin mõneminutilise pausi järel veidi ebakindlalt . "
424	NA	" Paps oli natuke aega vait ja ütles siis : "" Kui nüüd täpne olla , siis tülis me otseselt ei ole . "" "
425	NA	 Natuke aega kõndisime vaikides . 
425	NA	 Järveni on meie koduväravast küll vaid paarsada meetrit , kuid seekord tundus tee poole pikem . 
425	NA	 Järsku jäi paps seisma ja vaatas minu poole . 
426	NA	" "" Ega see asi sulle vist kerge ole . "
426	NA	 Aga sa oled tark tüdruk ja saad aru , et elu juba on kord selline . 
426	NA	" Ma loodan , et sa seda liiga hinge ei võta . "" "
426	NA	" Paps pidas pika pausi ja jätkas siis : "" Ehk oligi meil emaga õigem aeg maha võtta ja teineteisele hingamisruumi anda . "
426	NA	 Kui suhet hakatakse iseenesest mõistetavaks pidama , siis ei pöörata enam teise inimese tunnetele ja vajadustele tähelepanu . 
426	NA	 Minu viga oligi ilmselt see , et rabasin liiga palju tööd teha ega märganud ema kasvavat rahulolematust . 
426	NA	 Mõni päev polnud mul emaga aega poolt sõnagi vahetada . 
426	NA	" Hommikul tormasin tööle , õhtul võõrustasin äripartnereid . "" "
426	NA	 Paps ohkas raskelt . 
426	NA	" "" Ja nüüd olen ma puruüksi selles suures majas , mille soetamise pärast nii palju tööd rabasin . "
426	NA	" Heh , aga ise olen vist süüdi , tõepoolest . "" "
427	NA	 Istusime järve äärde maha . 
427	NA	 Mõni hetk mõtlesime kumbki oma mõtteid . 
428	NA	" "" Kui te emaga tülis ei ole , siis on ehk lootust , et hakkate mõne aja pärast uuesti koos elama , "" avaldasin lõpuks arvamust . "
429	NA	" "" Mulle tundub , et ema võtab seda elu siin juba nii tõsiselt , et linna tagasi ta vaevalt et tuleb . "
429	NA	" Pigem kobin mina ka ükskord siia . "" "
429	NA	 Paps hakkas äkki naerma . 
429	NA	" "" Jah , mine tea , mis minuga veel vanuigi juhtuda võib . "
429	NA	 Ilus on teil siin tõepoolest . 
429	NA	" Ja rahulik . "" "
430	NA	 Ehkki ma väga sooviksin , et paps ka maale koliks ja meie pere taas koos oleks , ei juhtu seda tõenäoliselt siiski kunagi . 
430	NA	 Mul on lihtsalt selline tunne . 
430	NA	 Aga emps on vahva — ta nii-öelda puhus meie küla kultuurielule taas hinge sisse . 
430	NA	 Mitmeid aastaid talveunes olnud kultuurimaja tegi empsu eestvedamisel läbi nii sisemise kui ka välimise noorenduskuuri ja nüüd tegutsevad seal taas näitering ja laulukoor ja tantsurühm ja kunstiklubi ja mis kõik veel . 
430	NA	 Nii et kui on tahtmist ja pealehakkamist , leiab ka maal tööd ja tegevust kuhjaga . 
431	 17 . 	 17 . 
432	NA	 Tädi Emma on Chrisile ema eest olnud juba üle kümne aasta . 
432	NA	 Siiani pole temast eriti palju rääkida olnud . 
432	NA	 Ta on selline vaikne , hoiab rohkem omaette ega aja teiste küla tädidega poe ees klatšijuttu . 
432	NA	 Hinnatud käsitöötegija on tädi Emma juba aastaid ning see ongi olnud kogu tema elu . 
432	NA	 Abielus pole ta kunagi olnud ja lapsi tal enesel ka ei ole . 
432	NA	 Minule meeldib tädi Emma väga . 
432	NA	 Ta on väikest kasvu , parajalt priske , puseriti hammaste ja suure punakaspruuni juuksepahmakaga , hästi lahke ja sõbralik naisterahvas . 
432	NA	 Aga ta põeb väikest alaväärsuskompleksi . 
432	NA	 Tädi Emma nimelt ei kuule hästi . 
432	NA	 Ta oli lapsena põdenud mingit haigust , mis ta kõrvakuulmisele karuteene osutas . 
432	NA	 Seetõttu jäi tal ilmselt kuulmata nii mõnigi serenaad , mis ta akende all lauldi , ja 
433	NA	 niiviisi ongi ta üksikuks jäänud . 
433	NA	 Aga kui see , minu arvates väike 
434	NA	 viga kõrvale jätta , siis on tädi Emma tore ja vahva ning omamoodi iluski . 
435	NA	 Meie Chrisiga ootasime juba ammu , millal õnn ükskord ka temale naeratab , ja jõudsimegi ära oodata . 
435	NA	 Kui minu emps küla kultuurielu käima lükkas , hakkas meie kultuurimajja voorima rahvast ka naaberküladest . 
435	NA	 Keskealiste tantsuõhtule tuli kohe rekordarv osavõtjaid . 
435	NA	 Ürituse korralduskomiteesse kuulus ka tädi Emma . 
435	NA	" "" Tikkimistööle väike vaheldus , tõepoolest , "" oli ta empsu pakkumise peale öelnud . "
435	NA	 Ja nii juhtuski , et tädi Emma müüs tol peoõhtul ukse peal pileteid . 
435	NA	 Pärast liitus ta kohvilaua kordaseadmise meeskonnaga , mille liige olin ka mina . 
435	NA	 Märkasin juba päris õhtu alguses , et üks mees saalib niisama teiste piduliste seas ringi ning heidab vargsi pilke kohvilaua poole . 
435	NA	 Mõtlesin siis , et ju on vaesel mehel kõht nii tühi , et ei kannata enam oodata , millal saab piruka põske pista . 
435	NA	 Nägi teine üsna alatoidetud välja ka , selline kõrendik , nagu ta oli . 
435	NA	 Aga pikemal vaatlemisel selgus , et need pikad piidlevad pilgud olid suunatud hoopistükkis tädi Emmale . 
435	NA	 Tol aga polnud muidugi halli aimugi , et üks mees on ta sihikule võtnud . 
435	NA	 Samal ajal hiilis saaliuksest sisse Chris . 
436	NA	" "" Ma ei viitsind õhtu otsa kodus passida . "
436	NA	" Siin on kahtlemata palju huvitavam , "" sosistas ta mulle . "
437	NA	" "" Ma lootsingi , et sa tuled , sest õhus hõljub paksult romantikat , "" teatasin Chrisile . "
438	NA	" "" Igasugu lõhnu on siin tõepoolest , "" nuhutas Chris õhku ja itsitas vaikselt . "
439	NA	" "" Ma arvan , et see kuramaaž , mis kohe varsti lahti läheb , saab romantikast lausa nõretama . "" "
439	NA	 Juhtisin Chrisi tähelepanu tädi Emma sihikule võtnud mehele . 
440	NA	" "" Oh sa taevas ! "" hüüatas Chris selle peale nii kõvasti , et ehmatas meie nina alt läbi tuhisenud paarikesel tantsusammud sassi . "
440	NA	 Meest esimese ehmatuse järel veidi aega jälginud , jõudis Chris järeldusele , et asi võib siiski üsna lootustandev olla . 
441	NA	" "" Tegelikult sobid sina neutraalse vaatleja staatusesse paremini , "" avaldas Chris arvamust . "
441	NA	" "" Minul on isiklikud huvid mängus ja mu objektiivne pilk hägustub . "" "
442	NA	" "" No kui tema kõhnus ei ole tingitud sellest , et ta rahatasku on sama kõhn , siis oleks üks oluline punkt tema kasuks kirjas , "" arutlesin mina . "
442	NA	" "" Tädi Emma ei hakka ju ometi sukakudumise eest saadud rahaga mingisugust meest üleval pidama paljalt selleks , et üks mees lõpuks majas oleks . "" "
443	NA	" "" Mnjaa . "
443	NA	 Materiaalne kindlustatus on sellises eas püsisuhte loomisel ülioluline tegur . 
443	NA	" Aga ... kuidas me ta rahalise olukorra kindlaks teeme ? "" "
444	NA	" "" Mina arvan , et sellega pole meil küll kiiret , sest vaevalt et ta veel püsisuhte peale mõelnudki on . "
444	NA	" Vaeseke ei suuda ju esimest sammugi astuda , et tädi Emmat tantsule paluda . "" "
445	NA	 Chris uuris pikal pilgul meest , kes käis seina ääres närviliselt edasi-tagasi ja mudis käsi . 
445	NA	 Siis vaatas ta tädi Emma poole , kes oli kohvilaua sättimise lõpetanud ja ajas ühe teise tädiga juttu . 
446	NA	" "" Einoh , siin ei jää nüüd küll muud üle , kui tuleb kosjasobitajaks hakata , "" tegi Chris kindla otsuse . "
446	NA	 Aga enne , kui ta jõudis omalt poolt midagi ette võtta , kohendas too kavalerikandidaat lipsu , ajas selja sirgu ja astus kindlal sammul üle saali tädi Emma suunas . 
447	NA	" "" Saatuslik hetk on kätte jõudnud , "" hõõrus Chris selle peale põnevusest käsi , ja kui kõlasid esimesed taktid laulust "" Oh punapea Meeri "" , tegigi too härra juba tädi Emma ees sügava kummarduse . "
447	NA	 Too läks selle peale silmanähtavalt ähmi täis . 
447	NA	 Oskamata midagi sellist uneski ette näha , polnud ta isegi peokleiti selga pannud , tantsukingade jalga panemisest rääkimata . 
447	NA	 Jah , aga ometi sai tädi Emmast ja onu Rudolfist selle õhtu säravaim paar tantsupõrandal . 
447	NA	 Chris sattus loost säärasesse vaimustusse , et tiris lõpuks minugi tantsule . 
448	NA	" "" Meie oleme need , kes lähenevad keskeale , nii et väike ettevalmistuskursus säärasteks tantsuõhtuteks kulub marjaks ära , "" selgitas Chris ja tiirutas mind mööda saali ringi . "
448	NA	 Ja meil oli ütlemata lõbus . 
449	 18 . 	 18 . 
450	NA	 Pärast toda tantsuõhtut oli tükiks ajaks kindel , et küla tädid igavuse kätte hinge ei heida . 
450	NA	 Juttu jätkus neil nüüd varastest hommikutundidest kuni poole ööni välja . 
450	NA	 Ja informeeritud olid nad paremini kui kõik maailma salaluureagendid kokku . 
450	NA	 Ainult andmed olid suhteliselt vastuolulised . 
450	NA	 Üks oli väga usaldusväärsest allikast kuulnud , et Emma vastne kavaler oli äsja vanglast vabanenud pangaröövel . 
450	NA	 Teine teadis , et too mees on põrandaalune rahvarahutuste eestvedaja , kes kavandab valitsusevastast mässu . 
450	NA	 Kolmanda andmetel olla mees viie lapse isa , kes otsib rutiinsele pereelule lihtsalt väikest vaheldust . 
450	NA	 Tädi Emma oli aga just nagu uuesti sündinud ja need susistamised ei paistnud teda vähimalgi määral häirivat . 
450	NA	 Võib-olla lülitas ta oma kuuldeaparaadi selleks ajaks välja , kui jutumooride lähedusse sattus . 
451	NA	 Esialgu hakkas onu Rudolf tädi Emmat külastama igal nädalalõpul , aga õige pea muutusid tema külaskäigud aina sagedasemaks . 
451	NA	 Varsti vuras tema auto pea igal õhtul tädi Emma maja ette , kuigi ta elas ja töötas üle kolmekümne kilomeetri Viljakülast eemal . 
451	NA	 Onu Rudolf oli nimelt mingis puidutöötlemise ettevõttes töödejuhataja . 
451	NA	 Ta oli lesk ja tädi Emmast koguni kaks aastat noorem . 
451	NA	 Otse loomulikult tegid kõik klatšiveskid kadeduse mõjul ületunde , sest kes ei tahaks endalegi säärast kavaleri . 
451	NA	 Pealegi polnud ka onu Rudolfi välimusel väga viga , kui tema kiilanev pealagi välja arvata . 
451	NA	 Ja natuke liiga kondine oli ta tõepoolest ikka ka . 
451	NA	 Aga muidu oli ta tädi Emma jaoks igati ideaalne kavalerikandidaat . 
451	NA	 Vähemasti Chrisi arvates . 
451	NA	 Ja tema arvamus oligi ju peale tädi Emma enese kõige määravam . 
452	NA	 Ühel ilusal päeval istusime Chrisiga nende maja verandal . 
452	NA	 Chris aitas mul matemaatikaülesandeid lahendada . 
452	NA	 Tema enda sõnul ei saavat ta neist muidugi hiiretagumikugi võrra aru , aga tänu oma heale vaistule võtvat ta vastuseid lihtsalt õhust . 
452	NA	 Nii ka tol korral . 
452	NA	 Ruutvõrrandid said aga meie tähelepanu nii täielikult enesele , et me ei kuulnudki , millal onu Rudolfi auto maja ette sõitis . 
452	NA	 Korraga kuulsime aga pauku . 
452	NA	 Tormasime kibekähku tuppa , sest meile tundus , et pauk oli sealt kostunud . 
452	NA	 Ja nõnda oligi . 
452	NA	 Tädi Emma ja onu Rudolf jõid parajasti teineteisele armunult silma vaadates šampanjat . 
452	NA	 Nad ei paistnud isegi märkavat , et meie Chrisiga uksest sisse tormasime . 
452	NA	 Mõtlesime juba vaikselt minema hiilida , et toda üliromantilist hetke meie kohalviibimisega mitte rikkuda , aga onu Rudolfi küll üsna udune pilk oli meie toas viibimise siiski ära fikseerinud . 
452	NA	 Hetk hiljem tuli ta vapustava uudisega lagedale : 
453	NA	" "" Niisiis nõndaks , kallid lapsed , minul on suur au teile teatada , et meie Emmakesega just nüüdsama kihlusime . "" "
453	NA	 Onu Rudolf pühkis pärast seda teadaannet taskurätikuga laubalt higi . 
454	NA	 Olime Chrisiga tummaks löödud . 
454	NA	 Tädi Emma , kes säras õnnest kui jõulupuu ehe , tuli ja näitas meile kogu asjaloo kinnituseks oma kihlasõrmust . 
454	NA	 See säras ta sõrmes täpselt samamoodi , viies meilt seeläbi viimasegi kahtluseraasu . 
454	NA	 Aga see , et pulmapäeva polnud nad veel paika pannud , ei meeldinud Chrisile mitte üks teps . 
454	NA	 Tema oleks tahtnud kohemaid hakata pulmapidu ette valmistama . 
454	NA	 Kui ma talle ütlesin , et minu mäletamist mööda pole ta pidudest kunagi eriti vaimustusse sattunud , vastas ta mulle üsna kuraasikalt : 
455	NA	" "" Üks hale peokene ja Pidu suure algustähega — need on kaks täiesti ise asja . "
455	NA	" Ja antud olukorras saabki tegemist olema P E O G A , millisest sa pole veel elu sees osa võtnud ! "" "
456	NA	 Vaat nii suured plaanid olid Chrisil . 
456	NA	 Aga see oli ka igati loomulik , sest kalli inimese õnnele on ju soov igati kaasa aidata . 
457	 19 . 	 19 . 
458	NA	 Onu Rudolf müüs oma korteri maha ja kolis tädi Emma juurde elama . 
458	NA	 Juhtus see nii äkitsi seetõttu , et puidutöötlemisfirma lõi Viljakülla oma harukontori , mille juhatajaks sai onu Rudolf . 
458	NA	 Sellepeale pandi ka kohemaid pulmapäev paika ja pulmaettevalmistused võtsid hoo sisse . 
459	NA	 Siinkohal tahan teile aga pajatada proua Renatest , kelle onu Rudolf endale sekretäriks palkas . 
459	NA	 Kuna Viljakülas polnud parajasti sellele kohale ühtegi sobivat inimest võtta , tuli tööjõudu naaberkülast sisse tuua . 
459	NA	 Proua Renate näis sellele ametipostile enam-vähem sobivat ja kuna onu Rudolfil olid käed-jalad tööd täis ning ta vajas kiiresti abilist , siis langetaski ta pikemalt kaalumata otsuse Renate kasuks . 
459	NA	 Õige pea koliski too oma mehe Voldemariga ühte ühismaja korterisse ja asus kontoris tööle . 
459	NA	 Nädal hiljem hakkas aga ilmnema teatud asjaolusid , mis Renate sobivuse vastsele ametikohale kahtlaseks tegid . 
459	NA	 Nimelt ei tulnud ta ühel päeval lihtsalt tööle . 
459	NA	 Põhjuseid puudumiseks võis muidugi olla igasuguseid , aga otse loomulikult oleks pidanud neist tööandjale teatama . 
459	NA	 Onu Rudolf on üldiselt kannatlik mees , leplik ja mõistev ka , aga kui Renate ka järgmisel päeval tööle ei ilmunud , võttis ta kätte ja läks isiklikult vaatama , milles asi . 
459	NA	 Ta andis pikalt uksekella ja koputas niisama , kuid avama ei tulnud kedagi . 
459	NA	 Siis katsus ta nagu muuseas ukselinki ja selgus , et uks polegi lukus . 
459	NA	 Onu Rudolf astus tuppa ja hõikas pererahvast . 
459	NA	 Ikka valitses vaikus . 
459	NA	 Ta mõtles juba otsa ringi keerata ja politseisse minna , sest asi tundus kahtlane , kui kuulis äkki tagatoast mingeid plakse . 
459	NA	 Ta astus hääle suunas , avas paokil olnud ukse ja jäi imestusest peaaegu keeletuks . 
459	NA	 Hommikumantlis Renate , juuksed lokirulle täis keeratud , vöö küljes pleier ja peas kõrvaklapid , kloppis pesukausis vispliga mannavahtu . 
459	NA	 Voodist tekikuhila alt kostus mingisugust norinat . 
459	NA	 Onu Rudolfit märgates ehmatas Renate nii , et pani vispliga märgist mööda ning hea larakas mannavahtu lendas onu Rudolfile lärtsti keset silmnägu . 
460	NA	" "" Oh sa issake ! "" kiljatas Renate seepeale ja tormas toast välja . "
460	NA	 Kui ta käterätikuga tagasi jõudis , oli onu Rudolf jõudnud oma näo juba enam-vähem puhtaks rookida . 
461	NA	 Mõni minut hiljem istus puhtaks kasitud näoga , kuid üsna rööpast välja löödud onu Rudolf elutoas diivanil ja rüüpas teed . 
462	NA	" "" Mul vanamees , näed sa , undab sääl tagatoas teki all kui rehepeksumasin , "" seletas samal ajal Renate toa ja köögi vahet joostes . "
462	NA	" "" Tal kuramusel on lastehaigus külges — adenoidid , näed sa , ripuvad juba ninast välja . "
462	NA	 Aga arsti juurde tema ei lähe . 
462	NA	 Kardab vist , kurivaim , et lõikavad terve nina peast . 
462	NA	 Nüüd on veel kusagilt nohu ja palaviku kah külge hankinud . 
462	NA	 Tegin talle mannavahtu . 
462	NA	" Haigena nõuab ta seda alati . "" "
463	NA	" "" Ee ... te oleksite pidanud mulle teatama , et säärased ... kodused põhjused ei võimalda teil teatud aja vältel oma tööülesandeid täita , "" ütles nüüd veidi toibunud onu Rudolf . "
464	NA	 Renate jäi talle suu ammuli otsa vahtima . 
464	NA	" "" Mul , näed sa , ei tulnud see mitte pähegi . "
464	NA	 Aga homme olen kohal kui viis kopikat . 
464	NA	 Ma kuulasingi siin just Tšaikovski VI sümfoonia 3. osa . 
464	NA	" Pidi hästi toniseerivalt mõjuma ja aitama külmetushaigusi ennetada , "" seletas Renate tõemeeli ja jäi siis hetkeks mõttesse . "
464	NA	" "" Misuke lugu peaks adenoidide vastu aitama , vaat seda ma küll ei tea . "
464	NA	 Aga teate , teie peaksite praegu kuulama Brahmsi hällilaulu . 
464	NA	" See rahustab . "" "
465	NA	" "" Vanamoor , kurat , kõht on tühi ! "" kostus äkki tagatoast majaperemehe nõudlik vinguv hääl . "
466	NA	" "" Oh sa issake ! "
466	NA	 Ja-jah . 
466	NA	" Kohe-kohe . "" "
466	NA	 Renate tormas tulistjalu tellimust täitma . 
466	NA	 Onu Rudolf aga kasutas kohemaid juhust ja lasi korterist jalga . 
467	NA	 Renate jõudis tööle alles ülejärgmise päeva lõunaks . 
467	NA	 Ilmselt jäi ta vanamehel pesukausitäiest mannavahust väheks või tellis lisaks veel bubertit , et Renatel tööle ilmumine nii kaua aega võttis . 
468	NA	 Renate veidrus oma vanamehe poputamise pärast töökohustused unarusse jätta andis aga külarahvale kohemaid jutuainet . 
468	NA	 Martinile tekitas selline kiiksuga tädi kohemaid naljategemise isu . 
468	NA	 Ja see isu juhtus teda tabama vägagi sobival ajal — 1. aprillil . 
468	NA	 Idee sai Martin sellest , kui nägi onu Rudolfi töökohast möödudes seal sehkendamas telefonijaama mehi . 
468	NA	 Kontorisse paigaldati nimelt telefoni . 
468	NA	 Olles numbri teada saanud , helistas Martin Renatele . 
469	NA	" "" Tere päevast ! "
469	NA	" Siin telefoni kuuldavuse kontroll , "" oli ta rämeda häälega teatanud . "
469	NA	" "" Palun korrake kiiresti ning kõva ja selge häälega sõna , mis ma teile kohe ütlen . "
469	NA	" Niisiis : nikriklikipikritrikk . "" "
470	NA	 Telefoni teises otsas valitses mitu pikka sekundit vaikus . 
471	NA	" "" Ee ... vabandage , aga kuidas see sõna täpsemalt kõlas ? "" küsis Renate lõpuks ebakindlal häälel . "
472	NA	" Martin kordas sõna ning seletas siis : "" Ma mõistan , proua , et seda on veidi keeruline välja öelda , aga see on spetsiaalne euronõuetele vastav sõna telefoni kuuldavuse kontrolliks . "
472	NA	" Alles hiljuti meilegi europealinnast telefonitsi teatatud . "" "
473	NA	" "" Ahahh . "
473	NA	" Nojah , "" kokutas seepeale Renate ja püüdis siis toda sõna järele öelda . "
473	NA	" Kui olete kunagi püüdnud kiiresti korrata näiteks sellist lauset nagu : "" Kummikutes kummitus kummitas kummutis "" , siis võite isegi arvata , kuidas Renatel säherduse ekstra keerulise sõna kordamine välja kukkus . "
473	NA	 Seda enam , et Martin palus tal seda öelda järjest kõvemini , kuna kuuldavus polnud just kiita . 
473	NA	 Lõpuks soovis Martin , et Renate mõõdaks ära juhtme pikkuse alates seinakontaktist kuni telefonini , sest tõenäoliselt kannatab kuuldavuse kvaliteet selle all , et juhe on lihtsalt liiga pikk . 
474	NA	" "" Issake , millega ma seda küll mõõdan ? "" oli Renate ähmi täis läinud . "
475	NA	" "" No ... mõõtke joonlauaga , kui teil mõõdulinti käepärast pole , "" soovitas Martin . "
476	NA	" Kui Renate käpili põrandal olles joonlauaga telefonijuhet mõõtis , surudes samal ajal telefonitoru kaele ja õla vahele ning korrutades sõna , mis lõpuks kõlas juba peaaegu nagu "" kikerikii "" , astus uksest sisse onu Rudolf . "
476	NA	 Kui Renate oli talle selgitanud , mis tähtis tegevus tal parasjagu käsil oli , sai onu Rudolf kohemaid aru , et keegi tegi vaese naisega aprillinalja . 
477	NA	 Järjekordne näide Renate lihtsameelsusest sundis onu Rudolfit uut sekretäri otsima . 
477	NA	 Varsti leidiski ta sellele tööpostile igati kompetentse daami . 
477	NA	 Renatele vaesekesele aga jäigi vist tema vallandamise põhjus arusaamatuks . 
478	NA	" "" Inspireerivat materjali luulemasina käivitamiseks leidub meie külas kohe kuhjaga , "" täheldas Chris sellestki loost laulu luues : "
479	NA	 Ei Renate saanud teha 
480	NA	 kontoris ju oma tööd , 
481	NA	 sest nõudis Volli haige keha , 
482	NA	 et ta mannat vahtu lööks . 
483	NA	 Kui Volli haigeks jäi , 
484	NA	 mannavahtu pesukausitäis 
485	NA	 siis tuli talle kloppida 
486	NA	 ja tema kõhtu toppida . 
487	 20 . 	 20 . 
488	NA	" "" Mind nimetatakse alternatiivlapseks , sest ma ei joo , ei suitseta , ei tarvita narkootikume ega laaberda ringi . "
488	NA	 Ilmselt on siis neid , kes kõike seda teevad , tõepoolest piisavalt palju , et minu kohta nii öeldakse . 
488	NA	 Ma ei tea , kuidas mul on siiani õnnestunud selliseks jääda . 
488	NA	" Mis sa arvad , Samuel ? "" "
489	NA	" "" Heh , sa ju tead , et see tuleb sellest , et sa ei karda oma peaga mõelda . "
489	NA	 See sinu pea ütleb sulle , et kõik need asjad , mida sa seal ennist kokku lugesid , on pahad-pahad-pahad . 
489	NA	 Ja sinu pea ütleb sulle seda seetõttu , et ta on su südamega kirjavahetuses . 
489	NA	 Ja süda teab alati , mis on mis t e g e l i k u l t. 
489	NA	" Me oleme ju neil teemadel küllalt rääkinud . "" "
490	NA	" "" Nojah , aga sellest , et paljud kardavad oma peaga mõelda , ma küll aru ei saa . "
490	NA	 Kuidas see võimalik on ? 
490	NA	" Kelle peaga nad siis mõtlevad ? "" "
491	NA	" "" Kamba peaga muidugist . "
491	NA	 Sest kui sa hakkad mingit oma asja ajama , visatakse sind kambast välja ja siis oled lootusetult üksi . 
491	NA	" Nagu näiteks mina . "" "
491	NA	 Samuel hakkas naeru kihistama . 
492	NA	" "" Sa ei ole ju üksi . "
492	NA	" Sul oleme meie Chrisiga . "" "
493	NA	" "" Nojah , eks sellised üksikud hundid trehvavad ühel hääl korral ikke kokku . "" "
494	NA	" "" Aga kas siis meie pole kamp ? "
494	NA	 Ja meil on üsna ühesugused arusaamad . 
494	NA	" Kas meie puhul ei mõtle siis keegi kellegi teise peaga ? "" "
495	NA	" "" Mu meelest on meie puhul kokku saanud kolm täiesti iseseisvalt mõtlevat pead , kelle mõtted täiesti juhuslikult sarnanevad . "
495	NA	 Selle kamba puhul , millest ma enne rääkisin , on tavaliselt üks eestmõtleja ja teised , kes kardavad oma mõtteid mõelda , koonduvad tema ümber . 
495	NA	" Vaat nii , kulla preili . "" "
496	NA	 Mõni päev hiljem võtsin sama teema uuesti üles . 
496	NA	 Istusime Samueliga tema köögis , kui Chris uksest sisse astus . 
497	NA	" "" Õhus hõljub filosoofia hõngu , "" märkis ta meie juurde istudes . "
497	NA	" "" Mis teema siis täna käsil on ? "" "
498	NA	" "" Vägagi ajakohane teema — meelemürgid . "" "
499	NA	" "" Ohoo . "
499	NA	 Vaat seda tahaks minagi kohe kangesti teada , mäherdune hull idee inimese peakolus ajab sihukest kihvti manustama . 
499	NA	" Räägi , Samuel , milline on sinu versioon . "" "
500	NA	" "" Nojah , vaata , oleks ma ise sihukest kihvti manustanud , teaksin ma ehk paremini , mis kuri vaim see inimesele kallale tuleb ja mida ta talle kõrva sosistama hakkab . "
500	NA	 Praegu võin ma ainult arvata . 
500	NA	 Ja ma arvan , et see tuleb totaalsest rahulolematusest . 
500	NA	 Inimene , sindrinahk , pole millegagi rahul . 
500	NA	 Pole rahul sellega , mis tal on , sellega , kus ta on , ja sellega , kes ta on . 
500	NA	 Sellise meelest on alati parem kusagil mujal ja miski muu . 
500	NA	 Aga kuna ta ise midagi muuta ei oska või pigem ei tahagi , sest seda peaks tegema see keegi teine , kes kogu jamas s ü ü d i on , siis tõmbab tema end vahelduseks mingisugust kihvti täis , mis silme eest virvendama ajab . 
500	NA	" Siis on just nagu hea olla . "" "
501	NA	" "" Aga ma olen kuulnud , et pärast on veel halvem , "" ütlesin mina . "
501	NA	" "" Meil koolis räägitakse sellistest asjadest . "
501	NA	 Ja hoiatatakse . 
501	NA	 Ainult ma ei tea , palju sellest hoiatamisest kasu on . 
501	NA	 Ma miskipärast arvan , et mõnel on sellisele teele minekuks kohe soodumus . 
501	NA	" Ja sihukesele räägi palju jaksad , ta ainult irvitab sulle näkku ja siis läheb ja tõmbab nagu kiuste end kihvti täis . "" "
502	NA	" "" Aga mõni on tõesti oma eluga nii puntras , et näeb meelemürgis ainukest päästjat . "
502	NA	" Mis sa sellisele ütled ? "" päris omakorda Chris . "
503	NA	" "" Ükskõik , kas sul on pseudomure või just nagu ikka pärismure , meelemürk ei aita probleemi lahendada . "
503	NA	" Ta aitab mõneks hetkeks selle eest põgeneda , "" nentis Samuel kurvalt . "
